,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,item,condition,sentence,target,alternative,lstmaugment 0 correct (max),lstmaugment 0 correct (sample),lstmaugment 0 target score,lstmaugment 0 alternative score,lstmaugment 1 correct (max),lstmaugment 1 correct (sample),lstmaugment 1 target score,lstmaugment 1 alternative score,lstmaugment 2 correct (max),lstmaugment 2 correct (sample),lstmaugment 2 target score,lstmaugment 2 alternative score,lstmaugment 3 correct (max),lstmaugment 3 correct (sample),lstmaugment 3 target score,lstmaugment 3 alternative score,lstmaugment 4 correct (max),lstmaugment 4 correct (sample),lstmaugment 4 target score,lstmaugment 4 alternative score,lstmlmaug 0 correct (max),lstmlmaug 0 correct (sample),lstmlmaug 0 target score,lstmlmaug 0 alternative score,lstmlmaug 1 correct (max),lstmlmaug 1 correct (sample),lstmlmaug 1 target score,lstmlmaug 1 alternative score,lstmlmaug 2 correct (max),lstmlmaug 2 correct (sample),lstmlmaug 2 target score,lstmlmaug 2 alternative score,lstmlmaug 3 correct (max),lstmlmaug 3 correct (sample),lstmlmaug 3 target score,lstmlmaug 3 alternative score,lstmlmaug 4 correct (max),lstmlmaug 4 correct (sample),lstmlmaug 4 target score,lstmlmaug 4 alternative score,lstmwiki_lm 0 correct (max),lstmwiki_lm 0 correct (sample),lstmwiki_lm 0 target score,lstmwiki_lm 0 alternative score,lstmwiki_lm 1 correct (max),lstmwiki_lm 1 correct (sample),lstmwiki_lm 1 target score,lstmwiki_lm 1 alternative score,lstmwiki_lm 2 correct (max),lstmwiki_lm 2 correct (sample),lstmwiki_lm 2 target score,lstmwiki_lm 2 alternative score,lstmwiki_lm 3 correct (max),lstmwiki_lm 3 correct (sample),lstmwiki_lm 3 target score,lstmwiki_lm 3 alternative score,lstmwiki_lm 4 correct (max),lstmwiki_lm 4 correct (sample),lstmwiki_lm 4 target score,lstmwiki_lm 4 alternative score,lstmccgjoint 0 correct (max),lstmccgjoint 0 correct (sample),lstmccgjoint 0 target score,lstmccgjoint 0 alternative score,lstmccgjoint 1 correct (max),lstmccgjoint 1 correct (sample),lstmccgjoint 1 target score,lstmccgjoint 1 alternative score,lstmccgjoint 2 correct (max),lstmccgjoint 2 correct (sample),lstmccgjoint 2 target score,lstmccgjoint 2 alternative score,lstmccgjoint 3 correct (max),lstmccgjoint 3 correct (sample),lstmccgjoint 3 target score,lstmccgjoint 3 alternative score,lstmccgjoint 4 correct (max),lstmccgjoint 4 correct (sample),lstmccgjoint 4 target score,lstmccgjoint 4 alternative score,lstmccglm 0 correct (max),lstmccglm 0 correct (sample),lstmccglm 0 target score,lstmccglm 0 alternative score,lstmccglm 1 correct (max),lstmccglm 1 correct (sample),lstmccglm 1 target score,lstmccglm 1 alternative score,lstmccglm 2 correct (max),lstmccglm 2 correct (sample),lstmccglm 2 target score,lstmccglm 2 alternative score,lstmccglm 3 correct (max),lstmccglm 3 correct (sample),lstmccglm 3 target score,lstmccglm 3 alternative score,lstmccglm 4 correct (max),lstmccglm 4 correct (sample),lstmccglm 4 target score,lstmccglm 4 alternative score,gpt2 correct (max),gpt2 correct (sample),gpt2 target score,gpt2 alternative score,lstmaugment_tied 0 correct (max),lstmaugment_tied 0 correct (sample),lstmaugment_tied 0 target score,lstmaugment_tied 0 alternative score,lstmaugment_tied 1 correct (max),lstmaugment_tied 1 correct (sample),lstmaugment_tied 1 target score,lstmaugment_tied 1 alternative score,lstmaugment_tied 2 correct (max),lstmaugment_tied 2 correct (sample),lstmaugment_tied 2 target score,lstmaugment_tied 2 alternative score,lstmaugment_tied 3 correct (max),lstmaugment_tied 3 correct (sample),lstmaugment_tied 3 target score,lstmaugment_tied 3 alternative score
52,52,52,52,52,52,52,52,52,52,52,52,52,HumphreysBock_8_PPC,PPC,The secretarial secretaries around the tiny desks,are,is,100,62.991334765462426,-4.553541660308838,-5.085386753082275,100,78.1409312265588,-5.254990577697754,-6.528888702392578,100,73.61863600778675,-6.523313522338867,-7.549553871154785,100,80.65700811466897,-5.355515480041504,-6.783390998840332,100,68.0431067228444,-6.143999576568604,-6.899753093719482,100,82.95228861455323,-6.79250431060791,-8.374753952026367,100,79.72767274267848,-5.795597076416016,-7.164957046508789,100,80.53417922327394,-6.587891101837158,-8.007912635803223,100,92.21924586406476,-6.968644618988037,-9.441160202026367,100,84.99609599029571,-5.576333999633789,-7.310628890991211,100,87.86056596917015,-5.175024032592773,-7.154315948486328,100,74.67446556267936,-6.259520530700684,-7.340845584869385,100,96.6855454813667,-5.873630523681641,-9.246801376342772,100,95.10895004194236,-5.497560501098633,-8.465176582336426,100,92.68358606242616,-5.777434349060059,-8.316505432128906,100,74.8840486718368,-4.823272228240967,-5.915709972381592,100,87.52777495947377,-6.449995994567871,-8.39844799041748,100,66.44106146455985,-4.009801387786865,-4.692813396453857,100,66.86081535388281,-5.254169940948486,-5.956066608428955,100,76.17399340866213,-5.366262435913086,-6.528504848480225,100,79.11377446230378,-7.099029064178467,-8.430826187133789,100,82.6486045377088,-7.080736637115479,-8.641661643981934,100,67.70631616888481,-6.804116249084473,-7.544424057006836,100,78.01165979321306,-5.179131984710693,-6.4454779624938965,100,69.39256462863567,-6.484204292297363,-7.302741050720215,100,88.42198288631333,-3.4109272956848145,-5.443939685821533,100,87.06451785253059,-5.375330924987793,-7.28200626373291,100,87.22144610470981,-5.656498432159424,-7.5771803855896,100,85.9470925717764,-5.645260810852051,-7.45616340637207,100,80.14952668812863,-4.864963531494141,-6.260629653930664
53,53,53,53,53,53,53,53,53,53,53,53,53,HumphreysBock_8_PSC,PSC,The secretarial secretaries around the tiny desk,are,is,100,56.978298799391744,-4.043620586395264,-4.324586391448975,0,49.31082322112172,-5.113639831542969,-5.086071014404297,0,32.087969566963025,-5.925825119018555,-5.176093101501465,100,54.98322977504688,-5.341728210449219,-5.541721343994141,0,46.99932157436353,-6.34957218170166,-6.229400634765625,100,51.10864347008008,-7.579075336456299,-7.623428344726562,0,20.005936268591352,-6.92703104019165,-5.541107654571533,0,23.09444916680976,-7.10940408706665,-5.906418323516846,100,50.02269744717138,-6.800896167755127,-6.801804065704346,100,61.00735389254201,-5.675443649291992,-6.123064994812012,100,66.03159284092052,-5.64803409576416,-6.312736511230469,0,39.42608543294309,-6.788079261779785,-6.358642578125,100,71.66347799292471,-6.64875602722168,-7.57658576965332,0,44.14218546223041,-6.947696685791016,-6.712303161621094,100,61.20430631013478,-6.04589319229126,-6.501801490783691,0,28.483061775295205,-5.710073471069336,-4.7894487380981445,0,42.875910250923766,-6.612806797027588,-6.325891017913818,100,51.23780703437679,-4.774709701538086,-4.82423210144043,0,45.67817390083511,-5.778045177459717,-5.604739665985107,0,31.785703782542228,-6.118122577667236,-5.354485034942627,0,37.55883679470315,-7.870901107788086,-7.362585067749023,0,21.48422772635356,-8.885740280151367,-7.589759826660156,0,16.744894723886894,-8.34687328338623,-6.7430572509765625,0,22.785602350957497,-7.040118217468262,-5.819661140441895,0,19.938821492824744,-8.553812026977539,-7.163689613342285,100,86.19617764604173,-3.4930849075317383,-5.324765205383301,0,24.91693444475265,-6.270208358764648,-5.167160987854004,100,68.92549624723995,-5.4917402267456055,-6.288378715515137,0,30.49852966300908,-6.206655025482178,-5.382985591888428,100,64.07934811392131,-5.537311553955078,-6.116121292114258
54,54,54,54,54,54,54,54,54,54,54,54,54,HumphreysBock_9_CPD,CPD,The family on the new bicycles,are,is,100,73.5160639321769,-4.93829870223999,-5.959264278411865,100,79.96734153641476,-4.621757507324219,-6.006011962890625,100,56.48466239622187,-5.219013690948486,-5.479869365692139,100,62.46909386787127,-5.455872058868408,-5.965379238128662,100,66.47182348133866,-5.549754142761231,-6.234146118164063,100,68.70848502675285,-5.687357902526856,-6.473883628845215,100,81.91645332802842,-5.112085342407227,-6.622782707214356,100,54.37728849834503,-6.378172397613525,-6.553713321685791,0,45.49070097749182,-5.897655487060547,-5.716792106628418,100,71.49397047469982,-4.92560338973999,-5.8451008796691895,100,70.64926960809677,-5.914897918701172,-6.793308258056641,100,68.1472516596643,-5.894368171691895,-6.6549153327941895,100,57.88857754674331,-6.499545097351074,-6.817746162414551,100,76.69923061392579,-4.847709655761719,-6.039114952087402,100,84.42542025177569,-5.208090782165527,-6.898319244384766,0,33.945308910278335,-6.01859188079834,-5.3528594970703125,0,48.327378912907164,-5.994179248809815,-5.927249431610107,100,69.20656959909537,-4.97154426574707,-5.781338691711426,0,33.97414012855947,-5.799483776092529,-5.135036945343018,100,53.20191302716323,-4.982309341430664,-5.110561370849609,0,40.56247308266482,-5.420048713684082,-5.037966251373291,100,58.2995402663246,-5.763704776763916,-6.0987868309021,100,69.98799832891306,-3.37546968460083,-4.222196102142334,0,38.88994852925886,-5.20515775680542,-4.7532172203063965,0,34.70829068299779,-4.910583019256592,-4.278696537017822,100,53.84997668259748,-2.4643447399139404,-2.6186492443084717,100,56.28449036309532,-4.754766464233398,-5.007482528686523,100,71.93851659730277,-5.170757293701172,-6.112171173095703,100,58.30498862690643,-5.023129940032959,-5.358436107635498,100,80.85424418503598,-4.402514934539795,-5.843081951141357
55,55,55,55,55,55,55,55,55,55,55,55,55,HumphreysBock_9_CPC,CPC,The family with the new bicycles,are,is,100,74.67185932846031,-6.379427433013916,-7.460614681243896,100,83.89402294713652,-4.780588626861572,-6.430952548980713,100,81.99214996792124,-5.752635478973389,-7.26845121383667,100,51.528597216673845,-5.814109802246094,-5.875272750854492,100,59.18206940820906,-6.143929481506348,-6.515426635742188,100,70.55865598814755,-6.307194232940674,-7.181238651275635,100,73.60674324050713,-6.3561625480651855,-7.381790637969971,100,75.74583123053802,-5.872788429260254,-7.01158332824707,100,64.96819430960352,-6.104228496551514,-6.721869945526123,100,86.70551087727965,-5.867467880249023,-7.742635726928711,100,87.23839025767055,-6.077507972717285,-7.999711036682129,100,65.63456803216131,-6.526888847351074,-7.173940181732178,100,58.9300502626501,-7.61398983001709,-7.975064277648926,100,91.38397193199144,-5.532722473144531,-7.894168376922607,100,87.10548578034279,-6.552591800689697,-8.462909698486328,0,37.69453749558991,-5.956608772277832,-5.454074859619141,0,44.24061700454092,-5.858790397644043,-5.627388000488281,100,55.616300455912295,-4.5590105056762695,-4.784614562988281,0,26.256180676419444,-6.471404075622559,-5.438708305358887,0,38.799158377759134,-6.058419227600098,-5.602656841278076,100,56.30938536143799,-5.240473747253418,-5.49420166015625,100,51.841546195396994,-5.107028007507324,-5.180723190307617,100,64.69615818646811,-5.123195648193359,-5.72890567779541,0,36.48963437919664,-5.753732204437256,-5.199557304382324,0,41.29681969787416,-6.171734809875488,-5.820026397705078,0,38.71417044011835,-2.730846881866455,-2.2715039253234863,0,48.2829173126919,-6.344160556793213,-6.275450229644775,100,69.97064798103719,-6.008383750915527,-6.854284286499023,100,77.25172550568251,-5.139675617218018,-6.362255573272705,100,75.0293411899827,-5.35720157623291,-6.457379341125488
56,56,56,56,56,56,56,56,56,56,56,56,56,HumphreysBock_9_CSC,CSC,The family with the new bicycle,are,is,0,8.281990411856754,-8.378703117370605,-5.974067687988281,0,25.89445137450872,-6.821267127990723,-5.769805431365967,0,4.937806552852754,-7.90709924697876,-4.949489116668701,0,12.86600030942151,-6.403956890106201,-4.491097927093506,0,22.071588600653005,-8.486163139343262,-7.224663734436035,0,10.748394320257551,-8.2316312789917,-6.114928245544434,0,14.169926362065944,-7.658804893493652,-5.85755729675293,0,12.94885993740102,-7.54639196395874,-5.640903949737549,0,8.962109157165802,-7.4629130363464355,-5.14464282989502,0,6.740348380147249,-8.750298500061035,-6.123022556304932,0,24.935655103917625,-7.350824356079102,-6.248777389526367,0,18.796024436691,-7.839382648468018,-6.376063823699951,0,11.657113501563868,-8.622715950012207,-6.59740686416626,0,18.06769435348973,-8.069120407104492,-6.557352542877197,0,22.95908744358045,-7.655609607696533,-6.444986820220947,0,7.903820200587947,-7.276442527770996,-4.820955276489258,0,16.956831217614095,-6.170321464538574,-4.581631660461426,0,20.01729375119348,-6.193863868713379,-4.808650016784668,0,11.068509896536773,-6.917122840881348,-4.83336067199707,0,14.568357990134492,-6.625577926635742,-4.85671329498291,100,51.05601340439669,-5.490689754486084,-5.5329365730285645,0,38.13797531012711,-5.423912048339844,-4.940216064453125,0,38.49253531057956,-6.063298225402832,-5.594604015350342,0,15.29615773200681,-6.53757381439209,-4.826014518737793,0,24.2755676498402,-6.62468957901001,-5.487059116363525,0,26.96470193293086,-3.400599718093872,-2.4041855335235596,0,9.40998921247584,-8.006649017333984,-5.742076873779297,0,13.389812017399718,-7.682835578918457,-5.815912246704102,0,15.977161911864602,-6.921985149383545,-5.262056827545166,0,20.129961448246604,-6.907745838165283,-5.52955436706543
57,57,57,57,57,57,57,57,57,57,57,57,57,HumphreysBock_9_PPD,PPD,The sisters on the new bicycles,are,is,100,86.76682000336837,-5.453557014465332,-7.334053993225098,100,93.25348332966414,-4.080595970153809,-6.706891059875488,100,80.17726354081208,-4.020921230316162,-5.418331623077393,100,85.32212742582422,-4.247884750366211,-6.007977485656738,100,91.43682617352088,-4.235747337341309,-6.603924751281738,100,84.92607930771082,-5.500909805297852,-7.229724884033203,100,94.2547145504078,-5.042774200439453,-7.840395450592041,100,75.6670777166779,-5.554809093475342,-6.689321994781494,100,72.325430658076,-4.880446434020996,-5.841108322143555,100,88.01289015658976,-3.941066265106201,-5.934717655181885,100,83.04907679146676,-5.435984611511231,-7.025094032287598,100,71.16027758034105,-6.043066501617432,-6.946247577667236,100,72.94781882539493,-6.47765064239502,-7.469627380371094,100,85.52013019419933,-4.978226661682129,-6.754219055175781,100,94.48930012451868,-5.128993034362793,-7.97078800201416,0,31.12255596117906,-5.732083320617676,-4.937687397003174,0,49.32243203695003,-5.742572784423828,-5.715468406677246,0,46.482114665610816,-5.117410182952881,-4.976461887359619,0,35.32296888510615,-5.982434272766113,-5.377561569213867,0,43.76122518229139,-6.321905612945557,-6.071047306060791,0,39.78880313079701,-5.634970664978027,-5.22069787979126,100,51.60959159293287,-5.495434284210205,-5.559840202331543,100,60.05704708202989,-4.538450241088867,-4.946292877197266,0,49.34367135228652,-5.187675476074219,-5.161420822143555,0,42.197732861080034,-5.345034599304199,-5.0303730964660645,100,99.27623580663554,-1.8295475244522095,-6.750743389129639,100,83.67662456085736,-3.922774076461792,-5.557135581970215,100,91.58594211086502,-4.621895790100098,-7.009269714355469,100,68.78472944137602,-4.382652759552002,-5.172727108001709,100,94.87998094933504,-3.786800384521485,-6.706254959106445
58,58,58,58,58,58,58,58,58,58,58,58,58,HumphreysBock_9_PPC,PPC,The sisters with the new bicycles,are,is,100,73.73076223965059,-6.009719371795654,-7.041740894317627,100,92.52771153246232,-4.576266765594482,-7.092573642730713,100,94.59140871863973,-4.185264587402344,-7.046842575073242,100,72.24566533821074,-4.981428146362305,-5.938108444213867,100,90.73629760582908,-4.766435623168945,-7.048289299011231,100,82.91905276413232,-6.715316295623779,-8.295217514038086,100,91.44234280026647,-5.821097373962402,-8.189979553222656,100,84.58662342813832,-5.39512300491333,-7.097663402557373,100,76.17474631787192,-5.465848445892334,-6.628132343292236,100,91.02908280073028,-5.2337422370910645,-7.550933361053467,100,94.45185291274902,-5.126716613769531,-7.961342811584473,100,75.66360963424049,-7.155083179473877,-8.289407730102539,100,71.39412023331136,-7.453920364379883,-8.368523597717285,100,93.64883753268778,-5.552926063537598,-8.243840217590332,100,92.39291114500556,-6.242283344268799,-8.739253044128418,0,42.54704800299216,-5.349027156829834,-5.048671245574951,100,56.668418839949965,-5.096375465393066,-5.364710807800293,0,40.88104625908147,-4.725160598754883,-4.35627555847168,0,39.15957578864072,-5.75860595703125,-5.317996501922607,0,41.08369537367855,-6.532564640045166,-6.17205810546875,100,62.73114299785877,-4.940205097198486,-5.460905075073242,100,57.39580404828224,-4.800451278686523,-5.098469734191895,100,59.22201089912251,-4.6674580574035645,-5.040608882904053,100,54.93759706143663,-4.900208473205566,-5.098358154296875,0,47.07000160975608,-5.895305156707764,-5.777970790863037,100,99.43201723106323,-1.928399920463562,-7.093538284301758,100,70.01245138630418,-5.60062837600708,-6.448519229888916,100,87.33695292049507,-5.378654956817627,-7.3097405433654785,100,74.83095510686,-5.1281843185424805,-6.217801094055176,100,87.13066363042384,-4.7154951095581055,-6.628056526184082
59,59,59,59,59,59,59,59,59,59,59,59,59,HumphreysBock_9_PSC,PSC,The sisters with the new bicycle,are,is,0,18.303052472292293,-7.742105484008789,-6.246156692504883,100,55.540026076423885,-6.019437789916992,-6.241952419281006,0,26.839126664515888,-5.802495002746582,-4.799695014953613,0,29.394492764403413,-5.535092353820801,-4.658791542053223,100,80.20802196415508,-5.482148170471191,-6.881494998931885,0,24.749457582753934,-8.29840087890625,-7.186381340026856,0,34.85836315420582,-6.8064680099487305,-6.181197166442871,0,29.44265155965016,-6.442282676696777,-5.568301200866699,0,19.32750784196956,-6.542928695678711,-5.114060401916504,0,18.59243873412048,-7.554609298706055,-6.077896118164063,100,59.766521874575886,-6.225953102111816,-6.621699333190918,0,20.63557032245219,-8.596076965332031,-7.249042987823486,0,17.538788945252822,-8.250266075134277,-6.702353000640869,0,26.943183840486235,-7.693845272064209,-6.696338176727295,0,47.65518173656805,-6.904359340667725,-6.810497760772705,0,9.120958698500347,-6.735594272613525,-4.436639785766602,0,21.40935702163552,-5.453108787536621,-4.152684211730957,0,18.75082608655604,-5.743746757507324,-4.277463912963867,0,15.854792438747683,-6.299767017364502,-4.63069486618042,0,13.342844897412434,-7.199244976043701,-5.32826566696167,100,50.77231939726945,-5.422134876251221,-5.453030109405518,100,56.81226447170259,-4.556122779846191,-4.830318450927734,0,29.29258470298446,-5.605968952178955,-4.724752902984619,0,31.60900560613663,-5.370072364807129,-4.598273277282715,0,36.9992170062861,-6.022012710571289,-5.489762306213379,100,96.85652602836939,-2.26029109954834,-5.688193321228027,0,39.468501510227945,-5.996624946594238,-5.568964004516602,100,50.44030005023679,-5.952159404754639,-5.969771862030029,0,30.581352683990204,-6.5172319412231445,-5.697466850280762,0,45.808377295890566,-5.5915937423706055,-5.423534393310547
60,60,60,60,60,60,60,60,60,60,60,60,60,HumphreysBock_10_CPD,CPD,The wedding party in the cars,are,is,100,72.4601449967989,-5.131166458129883,-6.098568916320801,100,59.98747994106578,-5.530964374542236,-5.93590784072876,100,50.95413068134973,-5.185351371765137,-5.2235212326049805,0,45.55914659040712,-5.571343421936035,-5.393239974975586,100,59.64402622951505,-5.189976692199707,-5.580631256103516,100,66.25131403194811,-5.758408546447754,-6.43292236328125,100,88.40248606580002,-5.326269149780273,-7.3573784828186035,100,53.42354689241034,-5.656394004821777,-5.793550491333008,0,49.09253549510284,-6.717194557189941,-6.680891990661621,100,64.21511409470462,-5.943378448486328,-6.528091430664063,100,91.10140900970605,-5.392902374267578,-7.718982696533203,100,72.17181156486431,-5.400868892669678,-6.3538689613342285,100,73.13759040300285,-6.133923053741455,-7.135537624359131,100,83.51965260425335,-5.478640079498291,-7.101553440093994,100,85.99142640300886,-6.231204986572266,-8.045783042907715,0,45.29172935651394,-4.22315788269043,-4.034267425537109,100,55.57017872859492,-4.658899307250977,-4.882635116577148,0,47.05123163603437,-3.0960092544555664,-2.977921485900879,100,75.03336113777425,-3.640734195709229,-4.741126537322998,100,63.49081495646735,-4.853569984436035,-5.4069013595581055,100,55.87147608484784,-4.775676727294922,-5.011624336242676,100,86.68751318445754,-3.242777109146118,-5.116384506225586,100,75.7129477313431,-3.8800015449523926,-5.017007350921631,100,71.16244999160834,-3.321474075317383,-4.224761009216309,0,41.35557869578758,-4.670878410339356,-4.321593284606934,0,9.672245598963007,-5.614792346954346,-3.380608081817627,100,56.75925730777577,-5.758419990539551,-6.030455589294434,100,59.590782547620826,-5.143287181854248,-5.531730175018311,100,64.91115343941304,-6.046485900878906,-6.661622047424316,100,73.1072266183648,-5.343987464904785,-6.344057083129883
61,61,61,61,61,61,61,61,61,61,61,61,61,HumphreysBock_10_CPC,CPC,The wedding party beside the cars,are,is,0,18.39680009197516,-6.08270788192749,-4.593016147613525,0,33.13181045097993,-5.855978012084961,-5.153748512268066,100,54.60245601195498,-3.7358243465423584,-3.920445203781128,0,46.83023778856606,-6.151461601257324,-6.024500846862793,100,66.53237120449785,-5.16298246383667,-5.85009241104126,100,51.25770258765583,-6.417331695556641,-6.467650413513184,100,71.8674803476785,-5.646361351013184,-6.584259033203125,100,58.52759349499886,-6.035860538482666,-6.380330562591553,100,73.17427910274023,-6.924782752990723,-7.928265571594238,100,73.54910175569542,-5.334468841552734,-6.3571319580078125,100,73.7847917624223,-5.1443047523498535,-6.179117679595947,100,70.65340250990002,-5.703933238983154,-6.582542896270752,100,54.30121425253082,-6.77299690246582,-6.94547176361084,100,90.10190161597836,-5.693779945373535,-7.902378559112549,100,79.78912005239913,-7.22685432434082,-8.600020408630371,100,76.46498790560238,-4.449167251586914,-5.627511024475098,100,81.04277793926877,-4.413372039794922,-5.866164207458496,100,71.06517371128885,-5.156009197235107,-6.054560661315918,100,77.63523219448072,-4.441913604736328,-5.686448097229004,100,73.59094573936062,-5.258583545684815,-6.283398628234863,100,78.79045821696943,-4.717285633087158,-6.029626369476318,100,81.2232838072855,-4.388860702514648,-5.853445053100586,100,76.38231953225768,-4.695186614990234,-5.868942260742188,100,78.43776808946114,-4.41324520111084,-5.7046074867248535,100,75.41859702835467,-4.665712833404541,-5.786776542663574,0,14.511060101281364,-5.23781681060791,-3.464340925216675,0,36.960589678449885,-5.52500057220459,-4.991092681884766,100,66.38813602303294,-4.803235054016113,-5.483874320983887,100,57.61225901739488,-6.146058559417725,-6.452934741973877,100,73.76143145036586,-5.309876441955566,-6.34348201751709
62,62,62,62,62,62,62,62,62,62,62,62,62,HumphreysBock_10_CSC,CSC,The wedding party beside the car,are,is,0,2.490639331299696,-8.395122528076172,-4.727713584899902,0,4.90249060950044,-7.687138557434082,-4.721979141235352,0,3.13111652559689,-6.140703201293945,-2.7087345123291016,0,6.14796625056229,-6.698113441467285,-3.972515344619751,0,7.729229661815101,-7.369824886322021,-4.890106678009033,0,7.379792694609651,-7.965404033660889,-5.435642242431641,0,7.865844869138034,-7.571811199188232,-5.111095428466797,0,6.01777380421015,-7.803598403930664,-5.055210113525391,0,12.462806191761606,-8.528743743896484,-6.579428672790527,0,7.773944709426063,-7.54359245300293,-5.070127487182617,0,14.513376107399226,-6.805802345275879,-5.03251314163208,0,23.648885599299927,-6.450594425201416,-5.278567790985107,0,4.130220562109669,-7.843225479125977,-4.698565483093262,0,11.17595628104528,-7.942294597625732,-5.869401931762695,0,9.689197779095707,-8.765524864196777,-6.5332794189453125,0,8.076336013190055,-7.038042068481445,-4.606021881103516,0,5.983609932676767,-7.425613403320312,-4.671168327331543,0,4.021286901346642,-7.822050094604492,-4.64952564239502,0,2.6428794791954315,-7.862680435180664,-4.256163597106934,0,2.2797610785599485,-8.511740684509277,-4.753702640533447,0,10.00682095803162,-6.333433628082275,-4.136966705322266,0,7.818051104198818,-6.412254333496094,-3.944925308227539,0,5.142324466392921,-6.911911964416504,-3.997039556503296,0,18.037664716069955,-6.229114532470703,-4.7153167724609375,0,3.7565340004257366,-7.116738319396973,-3.873353958129883,0,8.46977656242008,-5.623067855834961,-3.2429027557373047,0,3.061661864140913,-7.657354831695557,-4.202237606048584,0,11.74930024877646,-6.498028755187988,-4.481640815734863,0,8.34467169163401,-7.675943374633789,-5.279531478881836,0,19.07502279454546,-6.847870349884033,-5.4027276039123535
63,63,63,63,63,63,63,63,63,63,63,63,63,HumphreysBock_10_PPD,PPD,The wedding celebrities in the cars,are,is,100,96.89468873793858,-4.530524730682373,-7.971035480499268,100,93.56865176490004,-4.002529621124268,-6.6800408363342285,100,97.16329951575686,-3.3014111518859863,-6.83516263961792,100,99.03731330218352,-3.4366464614868164,-8.070170402526855,100,95.62584658070688,-3.5834126472473145,-6.668142795562744,100,95.08323084246048,-5.284891128540039,-8.246992111206055,100,98.17208044356389,-3.953032970428467,-7.93657636642456,100,88.69274352073369,-4.827065467834473,-6.886798858642578,100,91.0432310285596,-5.010807991027832,-7.329732894897461,100,93.01258414079796,-4.489163398742676,-7.077787399291992,100,98.5739390661732,-4.221909046173096,-8.457799911499023,100,90.13503103478249,-5.394544124603272,-7.606863021850586,100,97.53257653697204,-5.677147388458252,-9.354159355163574,100,95.922174459896,-5.093747138977051,-8.251720428466797,100,97.15085979809292,-5.168714046478272,-8.697961807250977,100,50.95813464878663,-4.894360542297363,-4.932690620422363,100,60.43813646858385,-4.730693340301514,-5.15444803237915,100,51.85026042216039,-3.80934739112854,-3.8833916187286377,100,73.66791168387502,-4.372832298278809,-5.401611328125,100,69.51321396207332,-4.750974655151367,-5.575198173522949,100,57.31318327432663,-5.368315696716309,-5.662956237792969,100,87.99433953701664,-3.835276126861572,-5.827170372009277,100,74.4488206468437,-3.952970027923584,-5.022398471832275,100,68.81864919923505,-4.464337348937988,-5.2559919357299805,100,51.69386392173666,-4.930911540985107,-4.998692035675049,100,89.86991656600433,-2.966318130493164,-5.149171829223633,100,97.82416157117942,-3.524014949798584,-7.329772472381592,100,95.35906986044095,-3.912967205047608,-6.935701847076416,100,82.94952373394523,-4.6333770751953125,-6.215431213378906,100,92.94487840957264,-3.9431347846984863,-6.521387577056885
64,64,64,64,64,64,64,64,64,64,64,64,64,HumphreysBock_10_PPC,PPC,The wedding celebrities beside the cars,are,is,100,89.17469867495541,-5.296381950378418,-7.405093193054199,100,89.09246259046469,-3.568605422973633,-5.668826103210449,100,97.00741568682383,-2.230456829071045,-5.709106922149658,100,97.67753565003471,-4.108163356781006,-7.847206115722656,100,93.98800557493377,-3.453512191772461,-6.202922821044922,100,84.59741276971232,-5.406271934509277,-7.109640121459961,100,94.09828774167562,-4.553454875946045,-7.32255220413208,100,89.73170997620471,-5.181086540222168,-7.348850250244141,100,91.39259951550912,-5.48983097076416,-7.852373123168945,100,91.09567079698505,-4.7067155838012695,-7.032088279724121,100,87.44906441516157,-4.701789855957031,-6.6430511474609375,100,86.73211349281475,-5.582499980926514,-7.459977626800537,100,98.10275998020504,-5.865903377532959,-9.811518669128418,100,95.89945604022722,-5.224020957946777,-8.376201629638672,100,96.77595570627902,-6.004515647888184,-9.406277656555176,100,74.4643193151449,-4.431994915008545,-5.5022382736206055,100,81.73629454871431,-3.5898184776306152,-5.088400840759277,100,77.06953427731494,-4.637070655822754,-5.84931230545044,100,81.25802054445528,-3.4282093048095703,-4.895072937011719,100,79.65128226934601,-4.777158737182617,-6.141798973083496,100,80.27606070878971,-4.282628536224365,-5.686266899108887,100,82.00924503468194,-3.988747119903565,-5.505721092224121,100,80.14635533722186,-4.098141670227051,-5.493608474731445,100,81.19921527351806,-3.992177963256836,-5.4551849365234375,100,75.30813287451707,-4.246804714202881,-5.361918926239014,100,90.79722201093904,-3.19714093208313,-5.486264228820801,100,91.31198909214032,-3.4744765758514404,-5.826814651489258,100,89.6531878104685,-3.8457202911376953,-6.004990577697754,100,74.89502424921336,-4.5559844970703125,-5.649005889892578,100,85.89319170855912,-4.718881130218506,-6.525328159332275
